15	405	2.917747
15	473	2.752412
15	678	2.088586
15	685	2.844437
15	749	3.289324
15	932	2.357198
16	8	4.681900
16	55	4.281654
16	64	5.212122
16	89	4.762130
16	178	4.850926
16	194	4.832840
16	197	4.456920
16	209	4.305533
16	705	4.421702
16	944	3.147204
17	1	3.432833
17	9	3.422168
17	13	3.399827
17	117	2.800370
17	125	2.699949
17	151	3.665417
17	237	3.031050
17	245	2.016887
17	508	3.072363
17	744	3.119829
18	26	3.264631
18	86	4.150987
18	113	4.229951
18	182	3.739760
18	202	3.578651
18	408	4.413007
18	443	3.695831
18	496	4.047883
18	729	3.403470
18	950	2.980975
19	4	3.314040
19	153	3.857711
19	201	3.419888
19	258	3.625842
19	310	3.344466
19	313	3.775946
19	382	3.457797
19	435	4.089714
19	655	3.944840
19	692	3.570948
20	11	2.604273
20	118	3.170786
20	172	3.166702
20	176	3.187782
20	186	2.677811
20	194	3.525088
20	208	2.848597
20	288	2.352445
20	405	2.860349
20	678	3.102092
21	103	1.920168
21	129	3.730996
21	164	3.069855
21	222	3.234754
21	324	3.618844
21	370	1.591292
21	440	1.713853
21	447	3.662927
21	558	3.609665
21	948	2.616310
22	79	4.142532
22	80	2.551429
22	128	3.607314
22	241	3.456692
22	258	4.389718
22	376	2.901895
22	377	1.010525
22	510	3.847997
22	511	4.123378
22	791	2.265238
23	170	3.921937
23	172	3.897989
23	196	3.772100
23	258	3.738187
23	323	2.656605
23	381	3.512659
23	385	2.862661
23	404	3.328641
23	463	4.052935
23	1006	2.760531
24	64	5.130887
24	129	4.065164
24	153	4.352075
24	191	4.511352
24	367	3.842626
24	372	3.950828
24	427	4.729652
24	662	3.470637
24	742	3.888530
24	763	3.923069
25	25	3.650211
25	181	4.186333
25	208	4.175435
25	222	3.781736
25	228	3.932045
25	257	3.974192
25	258	4.124368
25	357	4.208504
25	501	3.115498
25	615	3.797264
26	15	3.193878
26	25	3.034304
26	125	2.824041
26	235	2.261814
26	258	3.216909
26	455	2.634440
26	685	2.744551
26	930	1.973629
26	1015	2.536891
26	1016	2.729193
27	121	2.971156
27	246	4.038361
27	281	2.994123
27	298	3.687577
27	370	2.130009
27	475	3.651675
27	596	3.103821
27	742	3.005028
27	925	2.982023
27	978	2.265240
28	7	3.977516
28	79	4.266310
28	95	3.734202
28	98	4.440231
28	173	4.602545
28	201	3.756779
28	209	3.979751
28	217	3.189145
28	234	3.942364
28	380	3.136364
29	98	4.100419
29	189	4.519155
29	245	3.006308
29	332	3.622889
29	358	2.828955
29	539	2.291675
29	678	2.572113
29	689	2.616558
29	748	3.270734
29	1018	3.596985
30	82	3.733776
30	181	3.991177
30	255	3.446253
30	286	4.071708
30	289	2.942894
30	435	4.326025
30	539	2.506038
30	678	2.716198
30	688	2.248532
30	1007	4.396565
31	135	4.053211
31	302	3.909840
31	321	3.440318
31	484	4.022260
31	493	3.781826
31	498	3.631199
31	504	3.904440
31	682	2.242426
31	705	3.879041
31	886	2.892599
32	117	3.190013
32	151	3.180762
32	246	4.020687
32	249	3.344490
32	250	3.013442
32	276	3.736295
32	290	2.536483
32	294	2.439027
32	591	3.406305
32	1012	3.018026
33	258	3.981584
33	292	3.228183
33	307	4.016125
33	313	4.349960
33	328	3.654133
33	333	4.421184
33	343	3.648551
33	751	3.460453
33	872	3.028702
33	895	3.870986
34	242	4.397217
34	245	3.231664
34	259	2.338616
34	286	4.334106
34	299	3.515054
34	310	2.612463
34	312	4.037312
34	329	2.993005
34	332	3.166940
34	690	3.039394
35	242	3.335994
35	243	2.684235
35	259	2.796221
35	261	2.566746
35	322	3.501709
35	332	3.149498
35	680	2.436995
35	877	2.177650
35	881	2.712671
35	1025	1.935567
36	268	3.975676
36	269	3.146333
36	307	4.367167
36	319	2.470057
36	339	3.526512
36	682	2.610510
36	748	3.491437
36	882	3.809349
36	883	3.494340
36	885	2.937057
37	55	3.756881
37	56	4.325353
37	79	3.937619
37	117	3.930301
37	183	4.056847
37	222	3.477727
37	288	3.400419
37	403	3.436466
37	540	2.430154
37	685	3.107414
38	95	4.432509
38	139	3.437389
38	153	3.436039
38	161	4.211348
38	328	3.928063
38	432	3.546858
38	465	3.895308
38	573	2.292915
38	679	2.666554
38	758	1.354725
39	258	4.179991
39	300	3.376437
39	306	2.996519
39	313	4.018100
39	315	3.184950
39	333	3.473921
39	345	3.344631
39	347	3.518631
39	352	2.880363
39	900	3.887422
40	243	1.851710
40	258	2.450731
40	268	2.359043
40	271	1.946274
40	303	2.129547
40	333	2.441804
40	340	2.743324
40	345	2.379796
40	754	2.357897
40	880	1.880240
41	28	3.442902
41	31	3.215312
41	98	3.934511
41	170	3.440667
41	265	3.328412
41	313	3.483917
41	435	3.533220
41	486	3.262721
41	746	3.402423
41	751	3.399739
42	44	3.334877
42	96	4.292806
42	274	4.099803
42	403	3.202302
42	423	4.184418
42	546	3.330823
42	588	4.065899
42	625	3.457055
42	794	4.074623
42	1028	3.222361
43	5	3.547924
43	14	3.709255
43	40	3.191856
43	120	2.124955
43	137	3.604343
43	151	3.743127
43	203	3.785444
43	204	3.981124
43	323	2.904978
43	815	3.245984
44	15	3.302503
44	195	4.150475
44	240	2.836752
44	258	3.976308
44	294	2.893763
44	443	3.574929
44	449	2.830792
44	507	3.298186
44	644	3.278911
44	660	3.301756
45	25	4.172122
45	109	3.604581
45	118	3.243138
45	121	3.486152
45	127	4.599201
45	472	3.273519
45	473	3.176212
45	476	2.795713
45	763	3.372190
45	1061	3.053938
46	127	4.195015
46	151	4.146392
46	181	3.521109
46	288	3.188569
46	307	3.521997
46	313	3.798420
46	328	3.412950
46	333	3.393464
46	690	3.620276
46	1062	4.173664
47	268	3.744383
47	292	3.078986
47	302	3.995767
47	306	4.271745
47	321	3.315957
47	323	2.651127
47	324	3.326481
47	340	3.694488
47	683	2.548869
47	995	3.793701
48	174	4.289843
48	210	3.856555
48	259	2.196467
48	308	2.480871
48	309	3.065437
48	603	4.271955
48	609	3.122855
48	661	4.242227
48	680	2.501222
48	690	3.256195
49	47	2.989153
49	68	2.409072
49	302	3.232710
49	547	2.811201
49	559	2.240031
49	581	2.834119
49	625	2.262654
49	959	3.064243
49	995	3.227192
49	1003	1.225752
50	9	2.908442
50	123	2.322425
50	125	2.277632
50	246	3.584909
50	253	3.315061
50	286	3.612185
50	325	4.494887
50	475	3.768624
50	823	2.325503
50	1084	3.420932
51	64	4.323724
51	83	3.232803
51	132	3.317831
51	148	3.392712
51	182	3.094460
51	203	3.332843
51	485	2.966485
51	496	3.652412
51	603	3.324792
51	679	2.569293
52	95	4.250826
52	116	4.618627
52	250	3.893972
52	257	4.253127
52	280	3.204667
52	405	3.408245
52	498	4.829532
52	748	3.292419
52	1009	4.240906
52	1086	3.897439
53	24	3.041365
53	100	4.530718
53	174	4.166930
53	181	3.933560
53	199	4.111730
53	228	3.221182
53	250	2.582914
53	281	3.469729
53	845	3.320476
53	924	3.779397
54	106	2.148560
54	268	4.001943
54	298	3.744034
54	302	4.116812
54	313	4.659831
54	595	3.247497
54	676	3.401948
54	685	3.181098
54	742	3.528815
54	820	3.583667
55	56	3.710680
55	89	3.549065
55	144	4.274900
55	254	1.676792
55	257	3.664530
55	405	3.143690
55	678	2.558369
55	685	3.424222
55	1016	2.737158
55	1089	1.114498
56	71	3.752417
56	91	3.167830
56	121	3.876010
56	222	3.857057
56	447	3.451392
56	449	3.012557
56	546	3.191021
56	755	3.553276
56	869	3.336431
56	1047	2.888287
57	28	4.169942
57	79	4.312264
57	204	4.157589
57	243	2.144635
57	304	3.459550
57	419	3.541015
57	682	3.050414
57	756	3.071729
57	760	2.058554
57	1047	3.050156
58	9	4.579626
58	100	4.436017
58	109	3.876445
58	144	3.784571
58	173	4.425345
58	214	3.831561
58	268	4.257146
58	709	4.073162
58	1098	3.685548
58	1099	3.525415
59	23	4.549748
59	92	4.229939
59	196	4.007025
59	235	3.054671
59	323	2.901092
59	468	3.237260
59	485	3.413613
59	715	3.869658
59	742	3.524165
59	951	2.174642
60	60	4.324160
60	162	3.585791
60	208	4.180089
60	222	3.769300
60	403	3.627596
60	427	4.422387
60	430	4.336286
60	525	4.149685
60	604	4.085516
60	1021	3.922577
61	243	2.090682
61	304	2.884483
61	323	2.233741
61	328	3.174036
61	331	3.014880
61	342	1.790617
61	347	1.995061
61	678	2.519444
61	690	3.683817
61	1127	2.103470
62	12	4.250923
62	21	2.628497
62	65	3.251706
62	68	3.283111
62	257	3.385952
62	382	3.240611
62	498	3.956288
62	665	2.277702
62	712	2.533581
62	1016	2.615356
63	20	2.709767
63	50	3.505182
63	100	3.472276
63	242	3.516185
63	277	3.054078
63	289	2.825252
63	762	2.636097
63	1007	3.596120
63	1028	2.547865
63	1067	3.149246
64	160	2.950197
64	176	4.095158
64	381	3.282791
64	392	3.081393
64	433	3.548141
64	516	3.577939
64	684	3.545077
64	736	3.582043
64	778	3.569216
64	1063	3.331617
65	47	3.355093
65	56	3.949188
65	97	4.138384
65	100	4.130050
65	125	3.866766
65	196	3.977036
65	202	3.877190
65	676	3.642513
65	806	3.557277
65	1142	3.868767
66	1	3.778841
66	7	3.620301
66	117	3.792157
66	181	3.723885
66	249	2.710204
66	258	3.082213
66	298	3.744103
66	471	3.656663
66	597	3.266665
66	877	2.604501
67	1	4.305069
67	64	4.885156
67	121	4.212759
67	147	4.049313
67	151	3.713821
67	240	3.232173
67	405	3.869943
67	743	2.588531
67	1093	3.145947
67	1095	2.597750
68	7	3.433582
68	117	2.051541
68	118	1.596200
68	178	4.283966
68	237	2.627472
68	245	2.246814
68	405	2.136885
68	411	2.191298
68	742	2.640860
68	1047	1.324550
69	12	4.507825
69	56	4.657808
69	174	4.410541
69	175	4.059637
69	240	3.172514
69	256	3.825584
69	258	3.832366
69	268	4.420395
69	300	2.880029
69	427	4.567815
70	50	4.294940
70	82	3.555855
70	210	3.880221
70	217	2.858619
70	399	3.087358
70	419	3.684831
70	431	3.445852
70	584	3.414352
70	746	3.388582
70	1133	2.745639
71	56	3.242439
71	89	3.140286
71	134	3.877013
71	222	2.417379
71	276	3.446147
71	285	4.034998
71	346	3.002266
71	462	3.548250
71	475	3.582673
71	923	3.932612
72	48	4.249081
72	54	3.389235
72	182	3.995802
72	195	3.128761
72	234	3.584084
72	568	3.684079
72	679	2.316856
72	699	3.994866
72	866	3.212465
72	1110	2.530671
73	12	4.339827
73	56	4.053528
73	94	1.934946
73	127	4.477502
73	206	3.486139
73	357	4.339215
73	475	4.022817
73	480	4.313348
73	588	3.089750
73	657	4.183340
74	9	3.584530
74	15	3.774516
74	100	3.999060
74	126	3.470117
74	237	3.892498
74	272	4.456691
74	285	3.952997
74	288	3.540525
74	326	3.741253
74	1084	3.065615
75	121	3.238950
75	147	3.137378
75	237	3.745802
75	240	3.746322
75	284	3.489081
75	409	2.803839
75	476	2.124464
75	496	3.361189
75	546	3.001031
75	1017	4.011336
76	61	3.653166
76	92	3.501922
76	100	4.252314
76	135	4.109175
76	175	3.907124
76	276	3.824155
76	531	3.702431
76	582	3.713745
76	811	3.741676
76	1129	4.044587
77	23	3.527907
77	91	3.332482
77	125	2.255290
77	168	4.435088
77	172	3.952755
77	195	3.785358
77	238	3.564803
77	474	3.948497
77	484	3.826173
77	518	3.602897
78	255	3.330941
78	257	3.394736
78	269	3.407815
78	289	2.661814
78	298	3.570937
78	301	2.173854
78	323	2.061866
78	412	2.869009
78	1047	2.891916
78	1160	2.628561
79	50	4.030112
79	100	3.988628
79	124	4.221777
79	246	4.382154
79	269	3.741356
79	288	3.245674
79	303	3.907262
79	508	3.714064
79	937	3.020322
79	1161	3.397623
80	45	3.763229
80	50	4.136446
80	58	3.637940
80	87	3.737981
80	194	3.863417
80	269	3.848859
80	423	4.028064
80	466	2.485841
80	582	3.515453
80	886	2.804468
81	3	2.769444
81	169	3.988844
81	273	3.502090
81	280	2.660433
81	411	2.765155
81	432	2.988269
81	471	3.653747
81	476	3.065974
81	742	3.554585
81	824	2.397762
82	56	3.496929
82	135	3.383988
82	183	3.337648
82	194	3.802457
82	477	2.707360
82	508	2.933115
82	597	2.576993
82	717	2.304038
82	756	2.296040
82	1134	2.903682
83	78	2.600566
83	97	3.810197
83	210	4.183217
83	215	3.846703
83	234	3.733482
83	281	3.255025
83	385	3.858699
83	576	3.280283
83	623	3.005073
83	660	3.573616
84	12	4.330897
84	121	3.538525
84	289	3.318081
84	322	3.425043
84	405	3.279452
84	528	4.160085
84	529	3.973106
84	742	3.903426
84	748	3.310112
84	1033	2.546444
85	25	3.148709
85	51	3.198589
85	228	3.427733
85	259	2.322346
85	427	4.107087
85	433	3.419181
85	507	3.648331
85	588	3.598376
85	642	3.247502
85	1065	3.141232
86	258	2.997822
86	286	3.473952
86	300	3.776932
86	319	3.677032
86	327	3.167580
86	872	3.782306
86	879	3.253560
86	881	4.018845
86	889	3.152548
86	1175	4.020087
87	40	2.946062
87	82	4.291284
87	210	4.533171
87	274	3.953369
87	367	3.564354
87	384	3.268382
87	401	2.815113
87	554	3.176870
87	585	3.229778
87	1016	4.189984
88	261	2.571472
88	301	3.789155
88	302	4.261473
88	315	4.650978
88	321	3.069478
88	690	3.171893
88	750	3.864372
88	881	3.756838
88	886	3.093250
88	904	3.979958
89	117	4.232565
89	127	4.673677
89	197	4.240775
89	216	4.063873
89	221	3.836939
89	246	4.767292
89	381	3.788340
89	732	3.836630
89	936	3.919679
89	1048	2.722431
90	25	3.640245
90	98	4.638654
90	259	3.006645
90	289	3.165402
90	347	4.091656
90	382	3.769080
90	648	4.792477
90	900	4.229804
90	1086	3.365030
90	1198	3.467109
91	28	4.116620
91	172	4.572699
91	193	3.829579
91	264	2.642143
91	323	3.070794
91	423	3.655331
91	427	4.034546
91	480	4.189183
91	507	2.716201
91	683	2.100837
92	77	3.077862
92	168	3.954473
92	172	3.984429
92	229	2.815095
92	501	3.312828
92	587	3.398707
92	739	3.095090
92	794	3.166542
92	1049	1.946842
92	1079	1.953121
93	15	2.529186
93	222	2.461368
93	235	1.367114
93	275	3.615335
93	412	2.071028
93	476	2.573742
93	477	2.166961
93	815	2.933991
93	820	2.142397
93	845	3.198498
94	62	2.762025
94	184	3.596020
94	265	3.598060
94	343	3.006325
94	720	2.287298
94	744	3.570492
94	789	3.921501
94	1217	2.122009
94	1220	2.967806
94	1224	2.411518
95	1	3.793627
95	68	3.290433
95	135	3.502701
95	172	4.137638
95	233	2.739392
95	527	3.937081
95	546	2.654371
95	625	3.454492
95	787	3.499390
95	1217	2.517692
96	8	4.087871
96	87	4.111152
96	91	3.467900
96	153	3.368857
96	156	3.888228
96	479	4.390809
96	484	4.197799
96	519	3.759511
96	645	3.862793
96	673	4.044976
97	50	4.746933
97	89	4.453494
97	98	4.228032
97	115	3.773805
97	194	3.886046
97	222	3.633293
97	228	4.058371
97	482	3.456605
97	484	4.200352
97	670	3.022048
98	47	3.606616
98	70	4.208093
98	116	3.901370
98	163	2.966473
98	209	3.544840
98	321	3.166137
98	517	3.715811
98	655	4.347955
98	745	3.901010
98	938	1.991780
99	4	3.574364
99	50	4.332785
99	79	4.168756
99	111	3.101980
99	246	3.745223
99	268	3.750306
99	274	3.186034
99	403	3.376845
99	873	2.597169
99	1016	3.598385
100	266	2.433565
100	268	3.527597
100	288	2.640803
100	302	3.652113
100	321	2.419104
100	340	2.842252
100	344	2.828163
100	354	3.205802
100	355	2.102112
100	750	3.852979
101	222	3.131651
101	252	2.513245
101	281	3.003539
101	282	3.611696
101	304	2.780393
101	369	2.775602
101	405	3.243145
101	471	3.131608
101	596	2.648723
101	829	2.875182
102	70	2.775564
102	161	2.578877
102	322	2.309695
102	405	2.432573
102	448	2.426646
102	515	3.209635
102	524	2.982883
102	625	2.485557
102	768	2.171343
102	823	2.230783
103	24	3.188452
103	50	3.783976
103	117	3.547066
103	121	3.208217
103	126	3.118830
103	127	3.575992
103	144	3.297360
103	222	3.409321
103	300	3.418370
103	527	3.413594
104	117	3.031516
104	285	3.103337
104	287	2.579423
104	299	2.112880
104	300	2.656098
104	301	2.140508
104	756	2.107527
104	984	1.148754
104	1010	2.711871
104	1016	2.801313
105	258	3.418648
105	268	3.213501
105	270	2.945245
105	272	4.243273
105	286	2.881184
105	288	2.769314
105	307	2.977891
105	324	2.053827
105	333	3.145976
105	752	2.840663
106	107	2.964029
106	213	3.886793
106	435	4.001829
106	526	3.710541
106	582	3.742228
106	660	3.606048
106	692	3.651730
106	703	2.993770
106	778	3.355211
106	828	2.877540
107	258	2.759207
107	268	2.812892
107	269	3.464914
107	271	2.505341
107	300	1.559268
107	302	3.162748
107	305	3.804405
107	321	3.013140
107	333	2.146103
107	340	3.443820
108	13	4.019569
108	50	4.203706
108	100	4.049860
108	121	2.560357
108	125	2.804895
108	181	3.757451
108	237	3.461746
108	275	3.607190
108	282	3.043998
108	290	3.202835
109	1	3.804945
109	8	3.481849
109	97	3.843896
109	127	3.932859
109	178	3.646848
109	402	3.806583
109	475	2.601299
109	566	3.549911
109	631	2.714085
109	1012	3.649045
110	38	2.993027
110	301	2.617308
110	307	3.117413
110	568	3.507648
110	578	2.960470
110	682	2.621954
110	688	1.736600
110	944	2.815481
110	1179	2.317995
110	1246	1.144117
111	269	3.785449
111	272	4.320154
111	301	2.604626
111	313	4.023622
111	326	2.790042
111	328	3.420753
111	340	2.769434
111	887	3.860810
111	896	3.326985
111	1024	3.082750
112	289	2.887509
112	306	3.890217
112	322	3.565810
112	327	3.526060
112	331	3.595755
112	354	3.129516
112	689	3.422939
112	748	3.303286
112	750	4.141212
112	903	3.366849
113	100	4.243330
113	126	3.090749
113	262	2.581947
113	294	2.955333
113	321	3.347936
113	326	3.038324
113	327	3.853551
113	329	3.261973
113	595	3.059810
113	976	1.767657
114	157	3.337052
114	175	3.204062
114	183	3.917111
114	191	3.477041
114	195	3.409450
114	204	2.960462
114	269	3.376333
114	505	3.503241
114	507	3.124419
114	1104	2.037631
115	8	3.173219
115	11	3.288863
115	20	3.703421
115	92	4.213072
115	127	4.601231
115	228	3.689301
115	234	3.421701
115	265	3.170057
115	762	3.653066
115	1067	3.431864
116	7	3.515911
116	185	3.690332
116	250	3.005164
116	255	2.909833
116	271	2.915552
116	331	2.708713
116	350	2.318677
116	751	3.024199
116	942	3.046977
116	1216	3.201019
117	15	3.958564
117	50	4.687182
117	150	4.061649
117	151	3.806714
117	181	4.442891
117	268	4.319826
117	405	3.721003
117	758	1.854901
117	829	3.402293
117	1047	3.227683
118	156	5.046018
118	174	4.845922
118	176	5.083877
118	200	4.698770
118	324	4.324346
118	433	4.997542
118	475	5.022857
118	547	4.214087
118	654	4.968231
118	774	3.344592
119	213	4.212333
119	222	4.068871
119	237	3.861009
119	313	4.560130
119	328	3.696736
119	382	3.987385
119	392	3.939601
119	407	3.133896
119	718	3.940769
119	1153	3.866760
120	9	3.658061
120	25	3.286005
120	245	3.083745
120	252	2.361015
120	257	3.693380
120	282	3.383297
120	286	3.735294
120	405	3.064284
120	546	2.425333
120	924	2.711267
121	14	4.214941
121	86	3.896089
121	117	2.991360
121	121	2.818281
121	180	3.688552
121	291	3.323210
121	405	2.618808
121	509	3.882204
121	514	3.828931
121	740	3.282016
122	212	4.355731
122	215	3.035540
122	378	3.196904
122	387	3.963682
122	427	4.344828
122	509	4.180765
122	510	4.123723
122	708	4.013422
122	715	3.882919
122	1268	4.061805
123	13	3.535511
123	22	3.014405
123	135	3.712430
123	165	3.749116
123	192	4.035236
123	275	3.990353
123	427	4.298845
123	531	3.788495
123	606	4.312102
123	847	3.667222
124	11	3.445160
124	50	3.377442
124	79	3.392598
124	96	3.331353
124	157	3.385599
124	166	3.244390
124	226	2.774365
124	496	2.928068
124	550	2.793127
124	616	2.844455
125	80	2.671689
125	134	3.439884
125	163	3.398181
125	190	3.750959
125	235	1.876838
125	318	4.382529
125	382	2.563885
125	478	3.978555
125	657	3.971984
125	997	1.469506
126	245	3.391894
126	258	3.237592
126	262	3.144561
126	294	2.779887
126	322	3.297713
126	323	3.374360
126	332	3.554723
126	878	3.901330
126	884	3.919757
126	905	2.990946
127	227	4.827225
127	229	4.160530
127	243	3.106409
127	268	3.632025
127	286	2.442428
127	294	3.149669
127	300	3.575671
127	380	3.896202
127	449	4.271302
127	748	3.912800
128	15	3.643426
128	182	3.871053
128	204	3.670157
128	317	4.001896
128	371	2.869964
128	482	4.116229
128	485	4.024072
128	508	3.534271
128	603	4.156104
128	739	3.068142
129	269	2.576540
129	270	2.359802
129	272	2.943374
129	303	2.936693
129	307	1.718387
129	313	2.124708
129	331	2.032204
129	339	3.095346
129	873	1.377741
129	995	3.272784
130	105	2.769090
130	109	3.817762
130	216	4.632468
130	379	3.638676
130	642	3.610052
130	1014	3.737656
130	1017	3.143259
130	1217	3.532126
130	1246	1.403257
130	1248	3.443290
131	1	3.477944
131	100	4.279284
131	126	3.839339
131	221	3.801936
131	274	3.240904
131	275	4.515028
131	313	4.293341
131	750	3.720091
131	845	3.296292
131	1281	3.562899
132	12	3.572571
132	56	3.700018
132	124	3.970420
132	127	3.675762
132	137	3.622269
132	154	3.544949
132	175	3.948108
132	275	3.530570
132	523	3.264770
132	922	3.728287
133	258	3.314223
133	260	2.347980
133	272	3.492243
133	294	2.090030
133	304	2.667781
133	308	2.443734
133	315	3.335720
133	322	2.698408
133	328	3.087227
133	751	3.081025
134	258	3.702408
134	259	3.274662
134	286	3.244708
134	300	4.158081
134	313	4.427055
134	323	3.467606
134	339	2.354596
134	539	3.027934
134	748	3.220468
134	879	3.453352
135	23	4.013922
135	39	3.358663
135	227	3.033298
135	229	2.864126
135	233	2.875273
135	294	2.646886
135	431	3.357152
135	449	2.806884
135	1046	3.060938
135	1208	2.700397
136	14	4.579154
136	56	4.352724
136	89	4.654522
136	117	3.483961
136	276	4.107151
136	298	3.878321
136	313	4.414015
136	747	4.044184
136	847	4.628898
136	1142	4.489680
137	50	4.989720
137	55	3.947619
137	144	4.701661
137	195	5.186233
137	237	3.994979
137	261	2.822094
137	300	4.071600
137	327	3.510373
137	546	3.955102
137	687	3.310931
138	26	3.603076
138	121	3.535267
138	151	3.778934
138	211	4.478585
138	483	4.700834
138	484	4.522022
138	493	4.442749
138	496	4.269319
138	517	3.927159
138	523	4.456348
139	127	4.500563
139	222	3.313741
139	246	3.957278
139	268	4.017853
139	286	4.258413
139	303	3.497248
139	307	4.001856
139	458	3.398568
139	508	4.442982
139	1176	3.886867
140	258	3.827283
140	268	3.860833
140	289	3.222346
140	301	3.292874
140	319	3.867467
140	322	3.047908
140	325	2.785722
140	332	3.322701
140	334	3.259812
140	880	3.339976
141	125	3.724535
141	222	3.286045
141	245	3.780579
141	258	4.313431
141	274	3.321950
141	472	3.519498
141	535	3.693575
141	744	3.534899
141	826	2.645331
141	932	2.959633
142	28	3.544335
142	82	3.531796
142	89	4.275273
142	169	4.482665
142	181	3.467330
142	189	4.132794
142	243	1.614995
142	350	3.064874
142	362	2.581923
142	895	3.005498
143	272	3.741100
143	313	4.143119
143	323	3.295283
143	325	3.002422
143	328	3.431190
143	331	3.385335
143	333	4.261180
143	347	3.131833
143	682	3.772015
143	1038	2.401759
144	89	3.940277
144	106	2.408044
144	125	3.523884
144	153	3.928340
144	182	3.732895
144	508	3.246031
144	699	3.505704
144	709	3.856165
144	742	3.344010
144	831	2.380686
145	15	3.774653
145	56	4.259639
145	237	3.678039
145	275	3.653629
145	355	2.824731
145	737	2.827184
145	756	3.000446
145	764	2.064628
145	974	2.619204
145	1248	2.934207
146	262	4.689077
146	300	3.649451
146	302	4.631093
146	307	4.085193
146	313	4.289358
146	346	3.894248
146	347	3.197406
146	688	1.018286
146	1022	2.980184
146	1294	3.652925
147	258	3.759774
147	269	4.473954
147	292	3.870595
147	305	3.804110
147	339	3.927903
147	340	3.616526
147	345	4.056509
147	690	4.071331
147	751	3.037302
147	904	4.344335
148	1	3.990810
148	70	3.302966
148	114	4.704254
148	140	2.619981
148	172	4.521482
148	177	4.192756
148	185	4.128040
148	408	4.685021
148	495	3.247364
148	1149	4.319178
149	269	3.325627
149	301	2.503129
149	305	2.854945
149	308	3.437569
149	310	3.343121
149	312	2.186357
149	319	2.781122
149	327	2.290596
149	689	2.500142
149	896	3.613702
150	1	4.122915
150	13	3.902946
150	100	4.310444
150	121	3.423469
150	129	4.351797
150	181	3.957670
150	221	3.452808
150	246	4.801184
150	293	4.081098
150	325	3.443690
151	10	3.936422
151	12	4.697013
151	13	3.590960
151	176	4.132446
151	197	4.375251
151	703	3.461765
151	747	3.769784
151	835	3.993454
151	919	4.063634
151	929	2.663026
152	25	3.829244
152	97	4.507441
152	111	4.144099
152	132	4.442058
152	147	3.787547
152	272	4.883663
152	301	3.369082
152	412	2.495869
152	685	4.153569
152	716	3.670012
153	22	3.365752
153	56	3.537417
153	64	3.734364
153	127	3.230337
153	174	2.950846
153	216	3.546178
153	321	3.273291
153	323	2.863808
153	510	2.729712
153	678	2.689793
154	137	4.022756
154	175	4.238381
154	242	4.215697
154	286	3.357845
154	289	2.284598
154	302	4.354015
154	357	4.557337
154	484	4.274343
154	488	4.294264
154	806	3.268539
155	286	3.005330
155	294	1.620361
155	319	2.714243
155	321	2.883423
155	323	1.773876
155	324	2.357499
